"","time","val"
"1",1980,8.07102385605442
"2",1980.08333333333,7.85376467653944
"3",1980.16666666667,8.94887706798802
"4",1980.25,7.1726405954113
"5",1980.33333333333,8.14931427640913
"6",1980.41666666667,9.02127728567183
"7",1980.5,10.3537431941537
"8",1980.58333333333,12.1517541234757
"9",1980.66666666667,12.0450117481962
"10",1980.75,12.3096693684441
"11",1980.83333333333,10.1690899482033
"12",1980.91666666667,8.67872276909092
"13",1981,7.85666980518347
"14",1981.08333333333,8.50135733609943
"15",1981.16666666667,7.74787484533991
"16",1981.25,8.43296311188899
"17",1981.33333333333,9.59527856548563
"18",1981.41666666667,9.93195380032038
"19",1981.5,12.7111923988541
"20",1981.58333333333,12.5000517478345
"21",1981.66666666667,10.1085794403211
"22",1981.75,8.64592298761286
"23",1981.83333333333,7.34211552321859
"24",1981.91666666667,6.22343271437238
"25",1982,6.21415714877402
"26",1982.08333333333,5.86603467525115
"27",1982.16666666667,7.92105523534894
"28",1982.25,9.63631556287509
"29",1982.33333333333,11.1366023723681
"30",1982.41666666667,12.8382987489878
"31",1982.5,10.2076326759678
"32",1982.58333333333,10.7842095905519
"33",1982.66666666667,9.73893399316216
"34",1982.75,7.41355307574769
"35",1982.83333333333,8.84488622380493
"36",1982.91666666667,8.73798346061979
"37",1983,9.71257457527766
"38",1983.08333333333,9.96929028049797
"39",1983.16666666667,10.2014261363445
"40",1983.25,11.0378676486062
"41",1983.33333333333,8.7385552189023
"42",1983.41666666667,7.79158054697742
"43",1983.5,8.75664395298956
"44",1983.58333333333,7.8405267252346
"45",1983.66666666667,8.8861059948817
"46",1983.75,8.64576031676992
"47",1983.83333333333,7.72211482444705
"48",1983.91666666667,8.13757230423042
"49",1984,9.60235566181146
"50",1984.08333333333,11.1746269673771
"51",1984.16666666667,12.3153821271358
"52",1984.25,12.7362642326341
"53",1984.33333333333,12.4407328409972
"54",1984.41666666667,12.7518508697963
"55",1984.5,12.0160083625393
"56",1984.58333333333,10.8918315559639
"57",1984.66666666667,8.66205583626751
"58",1984.75,8.42884448763417
"59",1984.83333333333,6.51325905806979
"60",1984.91666666667,6.13556601910772
"61",1985,8.53311057541774
"62",1985.08333333333,8.19302691389092
"63",1985.16666666667,9.93978514501273
"64",1985.25,12.0970615646111
"65",1985.33333333333,11.2393430350654
"66",1985.41666666667,12.080161667366
"67",1985.5,14.1362727630792
"68",1985.58333333333,12.7238749973314
"69",1985.66666666667,10.9665558078318
"70",1985.75,11.1408138348319
"71",1985.83333333333,9.43661882605076
"72",1985.91666666667,9.87540855365499
"73",1986,10.6408255530472
"74",1986.08333333333,10.8787764615319
"75",1986.16666666667,12.0743154264069
"76",1986.25,10.4017044434085
"77",1986.33333333333,7.35605968413438
"78",1986.41666666667,6.80204986712746
"79",1986.5,5.55716241137919
"80",1986.58333333333,5.60104653395675
"81",1986.66666666667,8.774175336674
"82",1986.75,10.9184821866751
"83",1986.83333333333,14.1287943140334
"84",1986.91666666667,15.2891329437054
"85",1987,13.7605891989858
"86",1987.08333333333,12.6537506865799
"87",1987.16666666667,11.3377545267824
"88",1987.25,8.12668159835202
"89",1987.33333333333,7.78588236776022
"90",1987.41666666667,6.7270893218347
"91",1987.5,5.60643644334934
"92",1987.58333333333,7.59205775534301
"93",1987.66666666667,9.57652964297513
"94",1987.75,10.1554926801142
"95",1987.83333333333,12.449375868653
"96",1987.91666666667,13.3574258601896
"97",1988,12.9503416769951
"98",1988.08333333333,12.0838722896046
"99",1988.16666666667,10.9311440898059
"100",1988.25,10.0130773264107
"101",1988.33333333333,8.52028509919652
"102",1988.41666666667,7.996099913327
"103",1988.5,6.43790084984999
"104",1988.58333333333,6.46688968756826
"105",1988.66666666667,8.59577380786382
"106",1988.75,10.8922573976881
"107",1988.83333333333,12.5627434541789
"108",1988.91666666667,14.0275304872748
"109",1989,13.7291595910525
"110",1989.08333333333,12.0057512067331
"111",1989.16666666667,11.1871091769462
"112",1989.25,9.92208588219194
"113",1989.33333333333,9.28849998751674
"114",1989.41666666667,8.63944858873999
"115",1989.5,8.44173485132458
"116",1989.58333333333,7.91303923326052
"117",1989.66666666667,9.23453058329526
"118",1989.75,10.8082849075681
"119",1989.83333333333,12.3946590078731
"120",1989.91666666667,13.4235751511282
"121",1990,12.2823821353711
"122",1990.08333333333,11.2703625657753
"123",1990.16666666667,8.66247203763278
"124",1990.25,6.29794850825271
"125",1990.33333333333,6.33072810963513
"126",1990.41666666667,7.39110835335757
"127",1990.5,9.18133485850923
"128",1990.58333333333,11.9664554360615
"129",1990.66666666667,14.3308459584956
"130",1990.75,15.248925744699
"131",1990.83333333333,13.6482136151107
"132",1990.91666666667,12.3196131567168
"133",1991,7.92292613475012
"134",1991.08333333333,6.42116332516011
"135",1991.16666666667,6.64072899576005
"136",1991.25,7.03430917785341
"137",1991.33333333333,8.08639974905947
"138",1991.41666666667,8.81257342349292
"139",1991.5,9.53729667374358
"140",1991.58333333333,8.60410378532323
"141",1991.66666666667,10.4261210898347
"142",1991.75,10.8876853126976
"143",1991.83333333333,10.6860438042198
"144",1991.91666666667,12.14517080362
"145",1992,12.8500138487178
"146",1992.08333333333,11.1864460843996
"147",1992.16666666667,10.8205262757774
"148",1992.25,10.7309415104162
"149",1992.33333333333,7.34358815165185
"150",1992.41666666667,6.52340052384866
"151",1992.5,6.76167966732378
"152",1992.58333333333,4.78715475357823
"153",1992.66666666667,8.17830555789328
