0,369
0,369
0,369
0,369
0,371
0,387
0,389
0,389
0,384
0,393
0,404
0,434
0,446
0,459
0,496
0,517
0,533
0,542
0,547
0,544
0,549
0,532
0,523
0,524
0,528
0,526
0,521
0,525
0,535
0,548
0,567
0,574
0,576
0,576
0,573
0,574
0,57
0,564
0,553
0,545
0,555
0,569
0,584
0,587
0,594
0,593
0,593
0,593
0,596
0,603
0,609
0,613
0,617
0,621
0,624
0,623
0,624
0,624
0,624
0,626
0,631
0,635
0,635
0,636
0,649
0,659
0,67
0,679
0,686
0,689
0,689
0,692
0,695
0,704
0,723
0,751
0,809
0,861
0,922
0,943
0,985
0,989
0,996
1,011
1,063
1,134
1,168
1,181
1,198
1,208
1,208
1,208
1,208
1,208
1,208
1,205
1,225
1,298
1,313
1,319
1,327
1,34
1,351
1,35
1,35
1,336
1,327
1,325
